cat,soc,job,elm,val,mhr,myr
Production,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Social,1,16.9,35150
Production,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,1.67,16.9,35150
Production,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,2.67,16.9,35150
Production,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,18.7,38900
Production,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Investigative,3.33,18.7,38900
Production,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Artistic,1,18.7,38900
Production,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Social,1,18.7,38900
Production,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,2,18.7,38900
Production,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,4.33,18.7,38900
Production,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Realistic,6.67,18.58,38650
Production,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Investigative,2,18.58,38650
Production,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Artistic,1,18.58,38650
Production,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Social,1,18.58,38650
Production,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,3,18.58,38650
Production,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,4,18.58,38650
Production,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,16.57,34460
Production,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Investigative,3.33,16.57,34460
Production,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Artistic,1,16.57,34460
Production,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Social,1,16.57,34460
Production,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,2.33,16.57,34460
Production,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,5.33,16.57,34460
Production,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,18.28,38020
Production,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Investigative,4.67,18.28,38020
Production,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Artistic,1.67,18.28,38020
Production,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Social,1,18.28,38020
Production,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Enterprising,2,18.28,38020
Production,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Conventional,5,18.28,38020
Production,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,16.76,34850
Production,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Investigative,1.67,16.76,34850
Production,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Artistic,1,16.76,34850
Production,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Social,1,16.76,34850
Production,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Enterprising,1.67,16.76,34850
Production,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Conventional,2.33,16.76,34850
Production,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,18.84,39180
Production,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Investigative,4.67,18.84,39180
Production,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Artistic,2,18.84,39180
Production,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Social,1,18.84,39180
Production,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Enterprising,1.33,18.84,39180
Production,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Conventional,4.33,18.84,39180
Production,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,20.95,43590
Production,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Investigative,1.67,20.95,43590
Production,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Artistic,1,20.95,43590
Production,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Social,1,20.95,43590
Production,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,1.67,20.95,43590
Production,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,3.33,20.95,43590
Production,51-4041,Machinists,Realistic,7,20.97,43630
Production,51-4041,Machinists,Investigative,4.67,20.97,43630
Production,51-4041,Machinists,Artistic,2,20.97,43630
Production,51-4041,Machinists,Social,1,20.97,43630
Production,51-4041,Machinists,Enterprising,1.33,20.97,43630
Production,51-4041,Machinists,Conventional,5.33,20.97,43630
Production,51-4051,Metal-Refining Furnace Operators and Tenders,Realistic,7,19.82,41220
Production,51-4051,Metal-Refining Furnace Operators and Tenders,Investigative,5.67,19.82,41220
Production,51-4051,Metal-Refining Furnace Operators and Tenders,Artistic,1.67,19.82,41220
Production,51-4051,Metal-Refining Furnace Operators and Tenders,Social,1,19.82,41220
Production,51-4051,Metal-Refining Furnace Operators and Tenders,Enterprising,1.67,19.82,41220
Production,51-4051,Metal-Refining Furnace Operators and Tenders,Conventional,5,19.82,41220
Production,51-4052,"Pourers and Casters, Metal",Realistic,7,18.14,37730
Production,51-4052,"Pourers and Casters, Metal",Investigative,2,18.14,37730
Production,51-4052,"Pourers and Casters, Metal",Artistic,1,18.14,37730
Production,51-4052,"Pourers and Casters, Metal",Social,1,18.14,37730
Production,51-4052,"Pourers and Casters, Metal",Enterprising,1.67,18.14,37730
Production,51-4052,"Pourers and Casters, Metal",Conventional,3,18.14,37730
Production,51-4061,"Model Makers, Metal and Plastic",Realistic,6.67,26.98,56130
Production,51-4061,"Model Makers, Metal and Plastic",Investigative,3.33,26.98,56130
Production,51-4061,"Model Makers, Metal and Plastic",Artistic,1.67,26.98,56130
Production,51-4061,"Model Makers, Metal and Plastic",Social,1,26.98,56130
Production,51-4061,"Model Makers, Metal and Plastic",Enterprising,2,26.98,56130
Production,51-4061,"Model Makers, Metal and Plastic",Conventional,3.33,26.98,56130
Production,51-4062,"Patternmakers, Metal and Plastic",Realistic,7,22.04,45840
Production,51-4062,"Patternmakers, Metal and Plastic",Investigative,4.33,22.04,45840
Production,51-4062,"Patternmakers, Metal and Plastic",Artistic,4,22.04,45840
Production,51-4062,"Patternmakers, Metal and Plastic",Social,1,22.04,45840
Production,51-4062,"Patternmakers, Metal and Plastic",Enterprising,1.33,22.04,45840
Production,51-4062,"Patternmakers, Metal and Plastic",Conventional,4.33,22.04,45840
Production,51-4071,Foundry Mold and Coremakers,Realistic,7,17.04,35430
Production,51-4071,Foundry Mold and Coremakers,Investigative,3.33,17.04,35430
Production,51-4071,Foundry Mold and Coremakers,Artistic,2.33,17.04,35430
Production,51-4071,Foundry Mold and Coremakers,Social,1,17.04,35430
Production,51-4071,Foundry Mold and Coremakers,Enterprising,2,17.04,35430
Production,51-4071,Foundry Mold and Coremakers,Conventional,4,17.04,35430
Production,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,15.13,31480
Production,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Investigative,3.67,15.13,31480
Production,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Artistic,1.67,15.13,31480
Production,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Social,1,15.13,31480
Production,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,1.33,15.13,31480
Production,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,5,15.13,31480
Production,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,17.01,35390
Production,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Investigative,2,17.01,35390
Production,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Artistic,1,17.01,35390
Production,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Social,1.33,17.01,35390
Production,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Enterprising,1.67,17.01,35390
Production,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Conventional,2.33,17.01,35390
Production,51-4111,Tool and Die Makers,Realistic,6.67,25.36,52750
Production,51-4111,Tool and Die Makers,Investigative,5,25.36,52750
Production,51-4111,Tool and Die Makers,Artistic,3.33,25.36,52750
Production,51-4111,Tool and Die Makers,Social,1,25.36,52750
Production,51-4111,Tool and Die Makers,Enterprising,1.33,25.36,52750
Production,51-4111,Tool and Die Makers,Conventional,4.33,25.36,52750
Production,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Realistic,7,18.11,37670
Production,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Investigative,3.33,18.11,37670
Production,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Artistic,1.33,18.11,37670
Production,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Social,1,18.11,37670
Production,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Enterprising,3.33,18.11,37670
Production,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Conventional,4.67,18.11,37670
Production,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,18.04,37520
Production,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Investigative,2.33,18.04,37520
Production,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Artistic,1.33,18.04,37520
Production,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Social,1,18.04,37520
Production,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Enterprising,2,18.04,37520
Production,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Conventional,3.33,18.04,37520
Production,51-4192,"Layout Workers, Metal and Plastic",Realistic,6.33,23.03,47900
Production,51-4192,"Layout Workers, Metal and Plastic",Investigative,3.67,23.03,47900
Production,51-4192,"Layout Workers, Metal and Plastic",Artistic,2,23.03,47900
Production,51-4192,"Layout Workers, Metal and Plastic",Social,1,23.03,47900
Production,51-4192,"Layout Workers, Metal and Plastic",Enterprising,1.67,23.03,47900
Production,51-4192,"Layout Workers, Metal and Plastic",Conventional,3.67,23.03,47900
Production,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Realistic,7,15.58,32420
Production,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Investigative,2.33,15.58,32420
Production,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Artistic,1,15.58,32420
Production,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Social,1,15.58,32420
Production,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Enterprising,1.33,15.58,32420
Production,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Conventional,3.33,15.58,32420
Production,51-4194,"Tool Grinders, Filers, and Sharpeners",Realistic,7,18.34,38140
Production,51-4194,"Tool Grinders, Filers, and Sharpeners",Investigative,2,18.34,38140
Production,51-4194,"Tool Grinders, Filers, and Sharpeners",Artistic,1.33,18.34,38140
Production,51-4194,"Tool Grinders, Filers, and Sharpeners",Social,1,18.34,38140
Production,51-4194,"Tool Grinders, Filers, and Sharpeners",Enterprising,2,18.34,38140
Production,51-4194,"Tool Grinders, Filers, and Sharpeners",Conventional,3,18.34,38140
Production,51-5111,Prepress Technicians and Workers,Realistic,6.33,19.43,40410
Production,51-5111,Prepress Technicians and Workers,Investigative,1,19.43,40410
Production,51-5111,Prepress Technicians and Workers,Artistic,1.67,19.43,40410
Production,51-5111,Prepress Technicians and Workers,Social,1,19.43,40410
Production,51-5111,Prepress Technicians and Workers,Enterprising,2,19.43,40410
Production,51-5111,Prepress Technicians and Workers,Conventional,5.67,19.43,40410
Production,51-5112,Printing Press Operators,Realistic,6.33,17.41,36220
Production,51-5112,Printing Press Operators,Investigative,1.67,17.41,36220
Production,51-5112,Printing Press Operators,Artistic,1.67,17.41,36220
Production,51-5112,Printing Press Operators,Social,1.33,17.41,36220
Production,51-5112,Printing Press Operators,Enterprising,2,17.41,36220
Production,51-5112,Printing Press Operators,Conventional,5,17.41,36220
Production,51-5113,Print Binding and Finishing Workers,Realistic,6,15.81,32890
Production,51-5113,Print Binding and Finishing Workers,Investigative,1.67,15.81,32890
Production,51-5113,Print Binding and Finishing Workers,Artistic,3,15.81,32890
Production,51-5113,Print Binding and Finishing Workers,Social,1.33,15.81,32890
Production,51-5113,Print Binding and Finishing Workers,Enterprising,2.33,15.81,32890
Production,51-5113,Print Binding and Finishing Workers,Conventional,4.67,15.81,32890
Production,51-6011,Laundry and Dry-Cleaning Workers,Realistic,6.33,11.16,23210
Production,51-6011,Laundry and Dry-Cleaning Workers,Investigative,1.33,11.16,23210
Production,51-6011,Laundry and Dry-Cleaning Workers,Artistic,1,11.16,23210
Production,51-6011,Laundry and Dry-Cleaning Workers,Social,1.33,11.16,23210
Production,51-6011,Laundry and Dry-Cleaning Workers,Enterprising,2.33,11.16,23210
Production,51-6011,Laundry and Dry-Cleaning Workers,Conventional,3.33,11.16,23210
Production,51-6021,"Pressers, Textile, Garment, and Related Materials",Realistic,7,11.23,23350
Production,51-6021,"Pressers, Textile, Garment, and Related Materials",Investigative,2.67,11.23,23350
Production,51-6021,"Pressers, Textile, Garment, and Related Materials",Artistic,2.33,11.23,23350
Production,51-6021,"Pressers, Textile, Garment, and Related Materials",Social,1.33,11.23,23350
Production,51-6021,"Pressers, Textile, Garment, and Related Materials",Enterprising,2,11.23,23350
Production,51-6021,"Pressers, Textile, Garment, and Related Materials",Conventional,5.33,11.23,23350
Production,51-6031,Sewing Machine Operators,Realistic,6.67,12.03,25030
Production,51-6031,Sewing Machine Operators,Investigative,1.33,12.03,25030
Production,51-6031,Sewing Machine Operators,Artistic,1.67,12.03,25030
Production,51-6031,Sewing Machine Operators,Social,1,12.03,25030
Production,51-6031,Sewing Machine Operators,Enterprising,1.67,12.03,25030
Production,51-6031,Sewing Machine Operators,Conventional,4,12.03,25030
Production,51-6041,Shoe and Leather Workers and Repairers,Realistic,7,13.87,28840
Production,51-6041,Shoe and Leather Workers and Repairers,Investigative,1.67,13.87,28840
Production,51-6041,Shoe and Leather Workers and Repairers,Artistic,4,13.87,28840
Production,51-6041,Shoe and Leather Workers and Repairers,Social,1.67,13.87,28840
Production,51-6041,Shoe and Leather Workers and Repairers,Enterprising,1.67,13.87,28840
Production,51-6041,Shoe and Leather Workers and Repairers,Conventional,4.67,13.87,28840
Production,51-6042,Shoe Machine Operators and Tenders,Realistic,7,14.63,30430
Production,51-6042,Shoe Machine Operators and Tenders,Investigative,1.33,14.63,30430
Production,51-6042,Shoe Machine Operators and Tenders,Artistic,1,14.63,30430
Production,51-6042,Shoe Machine Operators and Tenders,Social,1,14.63,30430
Production,51-6042,Shoe Machine Operators and Tenders,Enterprising,1.67,14.63,30430
Production,51-6042,Shoe Machine Operators and Tenders,Conventional,2.67,14.63,30430
Production,51-6051,"Sewers, Hand",Realistic,6,13.78,28650
Production,51-6051,"Sewers, Hand",Investigative,1.67,13.78,28650
Production,51-6051,"Sewers, Hand",Artistic,5,13.78,28650
Production,51-6051,"Sewers, Hand",Social,1.33,13.78,28650
Production,51-6051,"Sewers, Hand",Enterprising,1.67,13.78,28650
Production,51-6051,"Sewers, Hand",Conventional,4.67,13.78,28650
Production,51-6052,"Tailors, Dressmakers, and Custom Sewers",Realistic,6.67,14.9,31000
Production,51-6052,"Tailors, Dressmakers, and Custom Sewers",Investigative,1,14.9,31000
Production,51-6052,"Tailors, Dressmakers, and Custom Sewers",Artistic,4,14.9,31000
Production,51-6052,"Tailors, Dressmakers, and Custom Sewers",Social,2,14.9,31000
Production,51-6052,"Tailors, Dressmakers, and Custom Sewers",Enterprising,3.67,14.9,31000
Production,51-6052,"Tailors, Dressmakers, and Custom Sewers",Conventional,2.33,14.9,31000
Production,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Realistic,6.67,13.84,28780
Production,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Investigative,1.67,13.84,28780
Production,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Artistic,1,13.84,28780
Production,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Social,1,13.84,28780
Production,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Enterprising,1.67,13.84,28780
Production,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Conventional,2.33,13.84,28780
Production,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",Realistic,7,13.57,28220
Production,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",Investigative,1.33,13.57,28220
Production,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",Artistic,1,13.57,28220
Production,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",Social,1,13.57,28220
Production,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",Enterprising,1.33,13.57,28220
Production,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",Conventional,2.67,13.57,28220
Production,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Realistic,7,14.02,29160
Production,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Investigative,1.33,14.02,29160
Production,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Artistic,2.33,14.02,29160
Production,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Social,1.33,14.02,29160
Production,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Enterprising,2.67,14.02,29160
Production,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Conventional,5,14.02,29160
Production,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Realistic,6.67,13.9,28920
Production,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Investigative,1.67,13.9,28920
Production,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Artistic,1,13.9,28920
Production,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Social,1,13.9,28920
Production,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Enterprising,2,13.9,28920
Production,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Conventional,3.33,13.9,28920
Production,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Realistic,7,16.44,34200
Production,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Investigative,2.33,16.44,34200
Production,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Artistic,1,16.44,34200
Production,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Social,1,16.44,34200
Production,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Enterprising,2,16.44,34200
Production,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Conventional,2.67,16.44,34200
Production,51-6092,Fabric and Apparel Patternmakers,Realistic,5.67,19.5,40560
Production,51-6092,Fabric and Apparel Patternmakers,Investigative,1.33,19.5,40560
Production,51-6092,Fabric and Apparel Patternmakers,Artistic,4.67,19.5,40560
Production,51-6092,Fabric and Apparel Patternmakers,Social,1,19.5,40560
Production,51-6092,Fabric and Apparel Patternmakers,Enterprising,2,19.5,40560
Production,51-6092,Fabric and Apparel Patternmakers,Conventional,3.67,19.5,40560
Production,51-6093,Upholsterers,Realistic,6.67,16.58,34480
Production,51-6093,Upholsterers,Investigative,1,16.58,34480
Production,51-6093,Upholsterers,Artistic,1.67,16.58,34480
Production,51-6093,Upholsterers,Social,1,16.58,34480
Production,51-6093,Upholsterers,Enterprising,2.33,16.58,34480
Production,51-6093,Upholsterers,Conventional,2,16.58,34480
Production,51-7011,Cabinetmakers and Bench Carpenters,Realistic,7,16.7,34740
Production,51-7011,Cabinetmakers and Bench Carpenters,Investigative,1,16.7,34740
Production,51-7011,Cabinetmakers and Bench Carpenters,Artistic,2,16.7,34740
Production,51-7011,Cabinetmakers and Bench Carpenters,Social,1,16.7,34740
Production,51-7011,Cabinetmakers and Bench Carpenters,Enterprising,2,16.7,34740
Production,51-7011,Cabinetmakers and Bench Carpenters,Conventional,2.67,16.7,34740
Production,51-7021,Furniture Finishers,Realistic,7,15.36,31950
Production,51-7021,Furniture Finishers,Investigative,1,15.36,31950
Production,51-7021,Furniture Finishers,Artistic,2.67,15.36,31950
Production,51-7021,Furniture Finishers,Social,1,15.36,31950
Production,51-7021,Furniture Finishers,Enterprising,1.67,15.36,31950
Production,51-7021,Furniture Finishers,Conventional,2,15.36,31950
Production,51-7031,"Model Makers, Wood",Realistic,7,25.53,53100
Production,51-7031,"Model Makers, Wood",Investigative,3.33,25.53,53100
Production,51-7031,"Model Makers, Wood",Artistic,4.67,25.53,53100
Production,51-7031,"Model Makers, Wood",Social,1,25.53,53100
Production,51-7031,"Model Makers, Wood",Enterprising,1,25.53,53100
Production,51-7031,"Model Makers, Wood",Conventional,4.33,25.53,53100
Production,51-7032,"Patternmakers, Wood",Realistic,7,29.3,60940
Production,51-7032,"Patternmakers, Wood",Investigative,4.33,29.3,60940
Production,51-7032,"Patternmakers, Wood",Artistic,4,29.3,60940
Production,51-7032,"Patternmakers, Wood",Social,1,29.3,60940
Production,51-7032,"Patternmakers, Wood",Enterprising,1.33,29.3,60940
Production,51-7032,"Patternmakers, Wood",Conventional,4,29.3,60940
Production,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Realistic,7,14.18,29500
Production,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Investigative,3.33,14.18,29500
Production,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Artistic,1.67,14.18,29500
Production,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Social,1,14.18,29500
Production,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Enterprising,1,14.18,29500
Production,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Conventional,5,14.18,29500
Production,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Realistic,7,14.29,29730
Production,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Investigative,3.67,14.29,29730
Production,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Artistic,1.67,14.29,29730
Production,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Social,1,14.29,29730
Production,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Enterprising,1.33,14.29,29730
Production,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Conventional,4.67,14.29,29730
Production,51-8011,Nuclear Power Reactor Operators,Realistic,6.67,45.36,94350
Production,51-8011,Nuclear Power Reactor Operators,Investigative,1.67,45.36,94350
Production,51-8011,Nuclear Power Reactor Operators,Artistic,1,45.36,94350
Production,51-8011,Nuclear Power Reactor Operators,Social,1,45.36,94350
Production,51-8011,Nuclear Power Reactor Operators,Enterprising,3,45.36,94350
Production,51-8011,Nuclear Power Reactor Operators,Conventional,4,45.36,94350
Production,51-8012,Power Distributors and Dispatchers,Realistic,6.67,41.54,86410
Production,51-8012,Power Distributors and Dispatchers,Investigative,5,41.54,86410
Production,51-8012,Power Distributors and Dispatchers,Artistic,1.33,41.54,86410
Production,51-8012,Power Distributors and Dispatchers,Social,1.33,41.54,86410
Production,51-8012,Power Distributors and Dispatchers,Enterprising,4,41.54,86410
Production,51-8012,Power Distributors and Dispatchers,Conventional,4.33,41.54,86410
Production,51-8013,Power Plant Operators,Realistic,6.33,38.27,79610
Production,51-8013,Power Plant Operators,Investigative,2,38.27,79610
Production,51-8013,Power Plant Operators,Artistic,1,38.27,79610
Production,51-8013,Power Plant Operators,Social,1,38.27,79610
Production,51-8013,Power Plant Operators,Enterprising,2.33,38.27,79610
Production,51-8013,Power Plant Operators,Conventional,4.33,38.27,79610
Production,51-8021,Stationary Engineers and Boiler Operators,Realistic,7,29.06,60440
Production,51-8021,Stationary Engineers and Boiler Operators,Investigative,4.67,29.06,60440
Production,51-8021,Stationary Engineers and Boiler Operators,Artistic,1,29.06,60440
Production,51-8021,Stationary Engineers and Boiler Operators,Social,1.33,29.06,60440
Production,51-8021,Stationary Engineers and Boiler Operators,Enterprising,2.33,29.06,60440
Production,51-8021,Stationary Engineers and Boiler Operators,Conventional,4.33,29.06,60440
Production,51-8031,Water and Wastewater Treatment Plant and System Operators,Realistic,6.33,22.49,46780
Production,51-8031,Water and Wastewater Treatment Plant and System Operators,Investigative,2.33,22.49,46780
Production,51-8031,Water and Wastewater Treatment Plant and System Operators,Artistic,1.33,22.49,46780
Production,51-8031,Water and Wastewater Treatment Plant and System Operators,Social,1,22.49,46780
Production,51-8031,Water and Wastewater Treatment Plant and System Operators,Enterprising,2,22.49,46780
Production,51-8031,Water and Wastewater Treatment Plant and System Operators,Conventional,3.67,22.49,46780
Production,51-8091,Chemical Plant and System Operators,Realistic,7,29.84,62060
Production,51-8091,Chemical Plant and System Operators,Investigative,2.33,29.84,62060
Production,51-8091,Chemical Plant and System Operators,Artistic,1,29.84,62060
Production,51-8091,Chemical Plant and System Operators,Social,1.33,29.84,62060
Production,51-8091,Chemical Plant and System Operators,Enterprising,2,29.84,62060
Production,51-8091,Chemical Plant and System Operators,Conventional,3.67,29.84,62060
Production,51-8092,Gas Plant Operators,Realistic,6.33,34.17,71070
Production,51-8092,Gas Plant Operators,Investigative,3.33,34.17,71070
Production,51-8092,Gas Plant Operators,Artistic,1,34.17,71070
Production,51-8092,Gas Plant Operators,Social,1,34.17,71070
Production,51-8092,Gas Plant Operators,Enterprising,2.67,34.17,71070
Production,51-8092,Gas Plant Operators,Conventional,6.33,34.17,71070
Production,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Realistic,7,34.07,70860
Production,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Investigative,1.67,34.07,70860
Production,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Artistic,1,34.07,70860
